feature,importance
budget_million,0.1111111111111111
runtime,0.1111111111111111
main_genre,0.1111111111111111
vote_average,0.1111111111111111
optimal_runtime,0.1111111111111111
runtime_budget_ratio,0.1111111111111111
release_season,0.1111111111111111
release_year,0.1111111111111111
budget_category,0.1111111111111111
