feature,importance
budget_million,0.14285714285714285
revenue_million,0.14285714285714285
runtime,0.14285714285714285
vote_count,0.14285714285714285
vote_average,0.14285714285714285
release_year,0.14285714285714285
main_genre,0.14285714285714285
